posicion,regla_id_dominante,regla_dominante,soporte_busqueda,confianzas_familia,metodo_similitud,Z,numero_condiciones_Z,fitness,soporte_anomalo,confianza_anomala,confianza_inversa,cf_directo,cf_inverso,miembros_familia_jaccard,jaccard_maximo_familia
1,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.679, r=0.220)",1,0.12562169113371924,0.014149424085620673,0.7710986992182636,0.4814584436933363,0.6800702374565378,0.369437402829285,10,0.9810436616202899
2,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.676, r=0.189)",1,0.1243209044958437,0.012683872740894568,0.8209796024488025,0.43159054339472464,0.7497875587277546,0.33161634398626827,3,0.919796019304816
3,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.690, r=0.187)",1,0.12056415515677592,0.01147699113981668,0.8595250329888304,0.3905243251613205,0.8036615664231734,0.3000371305383342,2,0.9347421246364149
4,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.634, r=0.183)",1,0.12014914566534121,0.014572430167480587,0.7403661198734295,0.49585195176919217,0.6371160612305311,0.3771656468156969,3,0.9167711538102256
5,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.691, r=0.217) Y alcohol=0",2,0.07660634716716491,0.01210598902568141,0.8106463910576353,0.41192705797802853,0.7353450813132649,0.3125322346496928,1,0.0
6,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.668, r=0.243) Y glucosa=1",2,0.06916696087160962,0.014076528459952253,0.7040164084204605,0.47897804489590146,0.5863109565240243,0.35390926999728756,1,0.0
7,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.668, r=0.177) Y fumador=0",2,0.06457289381733153,0.010275719593904505,0.8183353411738274,0.3496489986852611,0.7460917392679416,0.25964458692716474,1,0.0
8,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.615, r=0.119) Y glucosa=1",2,0.06378625366778407,0.010271949160548384,0.8133365363972859,0.34952070321791895,0.7391050318106301,0.25890604551097307,1,0.0
9,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.678, r=0.182) Y actividad_fisica=1",2,0.0631289488427639,0.009354316815901882,0.8549805542003721,0.3182966874655639,0.7973098593131225,0.23753230229894226,1,0.0
10,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.602, r=0.169) Y glucosa=1",2,0.06159394819710966,0.013018430509412473,0.6975127054586263,0.44297444577700174,0.5772208895950607,0.3201232802245939,1,0.0
11,RD_1037,edad_anios cercana a 52.27 con radio ±2.26 Y colesterol = normal Y glucosa = normal Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.613, r=0.182)",1,0.06076721721555535,0.006837739863316149,0.7115813869414834,0.3624588239880988,0.5511144354291743,0.22052486129576174,9,0.9792282713851723
12,RD_1037,edad_anios cercana a 52.27 con radio ±2.26 Y colesterol = normal Y glucosa = normal Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.598, r=0.173)",1,0.056650835576718864,0.0072014342515397565,0.6791937668039252,0.38173774405258165,0.5007073725965004,0.22628320922436845,3,0.9340018003453624
13,RD_0735,colesterol = arriba_de_lo_normal Y actividad_fisica = si => enfermedad_cardiovascular = si,0.001,0.60,triangular,"presion_sistolica(c=0.399, r=0.134)",1,0.056414869997844924,0.01957807838031686,0.6013137846020056,0.49564755393207244,0.387053845714648,0.2915091562709147,1,0.0
14,RD_1037,edad_anios cercana a 52.27 con radio ±2.26 Y colesterol = normal Y glucosa = normal Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.638, r=0.199)",1,0.055847575307895976,0.0063503032850921485,0.7129177455719153,0.33662050716945185,0.5531943015374299,0.2019094381582933,2,0.98490739858918
15,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.681, r=0.271) Y alcohol=0",2,0.05548646869736485,0.015172319026090507,0.612135186599863,0.5162641999644256,0.4578908148346751,0.36353515008200366,1,0.0
16,RD_1037,edad_anios cercana a 52.27 con radio ±2.26 Y colesterol = normal Y glucosa = normal Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.623, r=0.145)",1,0.05424522786619739,0.00553767830311272,0.7483681174371376,0.29354441752588256,0.6083681338370028,0.178330273560091,5,0.9532544418371811
17,RD_1105,edad_anios cercana a 52.27 con radio ±2.26 Y colesterol = normal Y glucosa = normal Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.630, r=0.110)",1,0.054105490935416015,0.006494547785692031,0.7760419402373245,0.2798746501817903,0.643262240833878,0.16822218840414954,24,0.9871281013623314
18,RD_1105,edad_anios cercana a 52.27 con radio ±2.26 Y colesterol = normal Y glucosa = normal Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.639, r=0.182)",1,0.05292434479213271,0.009011584486487156,0.6728820812391743,0.38834329024349384,0.4789412203093625,0.22100559545886359,1,0.0
19,RD_1139,altura_cm cercana a 159.77 con radio ±5.83 Y sexo = mujer Y colesterol = normal Y actividad_fisica = no => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.653, r=0.225)",1,0.052847097693097,0.0036797043063292838,0.6942185888061565,0.3715777354787324,0.5044148010046399,0.20953825140674603,22,0.9857391955823287
20,RD_1037,edad_anios cercana a 52.27 con radio ±2.26 Y colesterol = normal Y glucosa = normal Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.631, r=0.130)",1,0.052118193862936694,0.00477214847228941,0.7868872630811637,0.2529647745803177,0.6683181081325122,0.155968223002579,3,0.927160768303839
21,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.680, r=0.245) Y glucosa=1 Y alcohol=0",3,0.051253755558887906,0.012079186220508908,0.7656990788928002,0.41101504652181087,0.6725233198870411,0.304844480738581,2,0.9700534506121394
22,RD_1037,edad_anios cercana a 52.27 con radio ±2.26 Y colesterol = normal Y glucosa = normal Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.603, r=0.133)",1,0.05104868787638665,0.005615900743084215,0.7273979160125179,0.2976908773456917,0.575730778689107,0.1773352746317313,1,0.0
23,RD_1037,edad_anios cercana a 52.27 con radio ±2.26 Y colesterol = normal Y glucosa = normal Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.587, r=0.183)",1,0.05038332476639191,0.007898442099289105,0.6300237985370932,0.41868513454356493,0.42418079641152867,0.23755589688464526,1,0.0
24,RD_0138,edad_anios cercana a 42.31 con radio ±4.28 => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.667, r=0.207) Y alcohol=0 Y actividad_fisica=1",3,0.04806433067818794,0.010131203705845842,0.8219690644869272,0.34473159751524507,0.7511705056739795,0.2559436522873738,1,0.0
25,RD_1037,edad_anios cercana a 52.27 con radio ±2.26 Y colesterol = normal Y glucosa = normal Y alcohol = no => enfermedad_cardiovascular = no,0.001,0.60,gaussiana,"presion_sistolica(c=0.616, r=0.107)",1,0.04795647356421471,0.004332439118557198,0.7947950268672145,0.22965640976442508,0.6806255004119208,0.1409188269766296,1,0.0
26,RD_1139,altura_cm cercana a 159.77 con radio ±5.83 Y sexo = mujer Y colesterol = normal Y actividad_fisica = no => enfermedad_cardiovascular = no,0.001,0.60,triangular,"presion_sistolica(c=0.597, r=0.166)",1,0.04779350866093172,0.003735411809692575,0.6695104159437841,0.37720309725394385,0.46436983974619334,0.20584243234682859,4,0.9238273224050292
